id,favorite_count,retweet_count
667878741721415682,385,116
667873844930215936,620,396
667866724293877760,2971,1013
667861340749471744,237,75
667832474953625600,290,61
667806454573760512,1042,482
667801013445750784,324,95
667793409583771648,690,324
667782464991965184,404,242
667773195014021121,234,55
667766675769573376,436,212
667728196545200128,374,146
667724302356258817,475,313
667550904950915073,0,34
667550882905632768,0,32
667549055577362432,5696,2227
667546741521195010,332,121
667544320556335104,848,513
667538891197542400,201,64
667534815156183040,806,511
667530908589760512,456,234
667524857454854144,1666,1088
667517642048163840,363,188
667509364010450944,6680,2083
667502640335572993,527,216
667495797102141441,509,262
667491009379606528,522,221
667470559035432960,251,96
667455448082227200,187,59
667453023279554560,304,88
667443425659232256,767,561
667437278097252352,442,230
667435689202614272,303,83
667405339315146752,456,217
667393430834667520,190,53
667369227918143488,358,159
667211855547486208,480,239
667200525029539841,604,256
667192066997374976,377,100
667188689915760640,733,401
667182792070062081,14088,6031
667177989038297088,188,55
667176164155375616,603,450
667174963120574464,238,79
667171260800061440,218,85
667165590075940865,2634,1108
667160273090932737,251,61
667152164079423490,46788,16560
667138269671505920,4519,2149
667119796878725120,323,127
667090893657276420,328,122
667073648344346624,391,119
667070482143944705,82,14
667065535570550784,162,44
667062181243039745,212,51
667044094246576128,181,49
667012601033924608,439,215
666996132027977728,239,91
666983947667116034,2497,954
666837028449972224,796,540
666835007768551424,208,77
666826780179869698,247,92
666817836334096384,503,242
666804364988780544,230,88
666786068205871104,734,474
666781792255496192,375,183
666776908487630848,338,170
666739327293083650,229,64
666701168228331520,423,212
666691418707132416,185,46
666649482315059201,1089,596
666644823164719104,226,77
666454714377183233,503,204
666447344410484738,99,19
666437273139982337,119,44
666435652385423360,160,51
666430724426358785,305,182
666428276349472768,159,79
666421158376562688,308,110
666418789513326592,118,44
666411507551481857,424,314
666407126856765440,102,36
666396247373291520,161,80
666373753744588802,178,86
666362758909284353,747,538
666353288456101888,210,71
666345417576210432,281,130
666337882303524864,188,87
666293911632134144,479,329
666287406224695296,141,63
666273097616637952,165,74
666268910803644416,99,32
666104133288665088,13787,6172
666102155909144576,75,11
666099513787052032,146,63
666094000022159362,158,68
666082916733198337,108,42
666073100786774016,309,150
666071193221509120,139,55
666063827256086533,456,202
666058600524156928,108,56
666057090499244032,278,131
666055525042405380,419,226
666051853826850816,1165,804
666050758794694657,128,56
666049248165822465,102,41
666044226329800704,282,135
666033412701032449,120,43
666029285002620928,124,45
666020888022790149,2479,481
